recipe_id,food_img
5981230,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/04/952da144cf60a31aa9aca41581b4d6671.jpg
6091824,https://recipe1.ezmember.co.kr/cache/recipe/2015/03/27/c17ddfde1b4399847a98e970bcdb649a1.jpg
6152507,https://recipe1.ezmember.co.kr/cache/recipe/2015/03/27/47e83cfb25802347aa4e5b4142767e321.jpg
6163644,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/05/57c0ac07460b1b4b8f4aaf2489388860.jpg
6188439,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/04/6de8ff56477da9a744d1686fe72e28b01.jpg
6206747,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/31/faee704c3d72672191df014c524ced471.jpg
6218335,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/03/1e07ad0dc22d2572412095f8b114d8771.jpg
6277433,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/02/0b667d4e47573b2c6b2ccda76528343f1.jpg
6289379,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/04/9e76e3fc6c45740bf13a0a2cb95d5bc71.jpg
6295190,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/02/43c99a7d01eb1581e9b0ee9ae3956882.jpg
6300433,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/03/978b4733e457674bf384c53131bebc0d1.jpg
6372591,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/04/d0b566a14df4853e73c9060ec5ecc9ba1.jpg
6390571,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/28/d59abff413f2ed08156b1f0eec88e0481.jpg
6458596,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/02/aa6b56a354d9319088e51521d3e5aef61.jpg
6460356,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/01/dc427c05136bd206b44c06819a8b5c541.jpg
6506853,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/28/d837d24932cd48425c227eb6a966b4b11.jpg
6510183,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/28/dbe657e663484e64e6d69762ef7221ac1.jpg
6520291,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/10/ada42196660b2aaf3fbd7fb83af0db861.jpg
6521194,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/28/3d8e94a2e3a5f7ff195d3de0f18cc1de1.jpg
6557969,https://recipe1.ezmember.co.kr/cache/recipe/2015/03/12/279467e76c3ab1c2c3423f5ceff88fc21.jpg
6558979,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/04/91ac68ce92cf498ff8aa0007498cf79b1.jpg
6564563,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/09/c4a86662aa1b5a59cd6c08056e30077e1.jpg
6581382,https://recipe1.ezmember.co.kr/cache/recipe/2015/03/12/98bd2d1fd009ef1c4510922e8d0c92dd1.jpg
6608759,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/26/879d7aa0739cc214b465e5936c6640cb1.jpg
6609158,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/26/5c3b9728df17639f0a48d9a93e506e1d1.jpg
6618467,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/26/51e3a11731b25c0b4e8b16e92f7de4f81.jpg
6619734,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/20/ecda5701a664a7681bf12e7166884a9e1.jpg
6629399,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/21/da74ff86a8e927413fb1ae8df43f525e1.jpg
